"sequence","order","cut_id","start","end","label","role"
"FULL_전체18비트_v8","1","HOOK_01","4233.740","4248.940","HOOK_방향을속이는소리","백룸작동방식_약속"
"FULL_전체18비트_v8","2","HOOK_02","4364.040","4369.940","HOOK_심리와공포를건드림","백룸작동방식_약속"
"FULL_전체18비트_v8","3","HOOK_03","4604.740","4611.940","HOOK_평범한방인데_불켜줘","백룸작동방식_아이러니"
"FULL_전체18비트_v8","4","B01_01","42.535","53.240","B01_영화백룸_시청계기","영화→게임_동기"
"FULL_전체18비트_v8","5","B01_02","53.389","60.680","B01_원작게임_궁금증","영화→게임_동기"
"FULL_전체18비트_v8","6","B02_01","61.920","73.600","B02_유튜브시리즈_출발","리미널_시청자약속"
"FULL_전체18비트_v8","7","B02_02","75.309","88.240","B02_리미널공간_궁금증","리미널_시청자약속"
"FULL_전체18비트_v8","8","B02_03","92.720","115.760","B02_어두운방_혼자체험","체험조건"
"FULL_전체18비트_v8","9","B03_01","314.940","347.600","B03_영화첫장면같은_게임진입","영화비교_진입"
"FULL_전체18비트_v8","10","B04_01","408.840","432.920","B04_한복판에_내동댕이","빈공간_공포"
"FULL_전체18비트_v8","11","B04_02","432.970","448.320","B04_커다란공간에_아무도없음","빈공간_공포"
"FULL_전체18비트_v8","12","B05_01","900.801","915.200","B05_맵이전부_똑같음","반복공간_방향상실"
"FULL_전체18비트_v8","13","B05_02","915.201","921.280","B05_여기서깨어나면","반복공간_상상"
"FULL_전체18비트_v8","14","B06_01","1042.724","1059.880","B06_숨소리라도_있으면피할텐데","소리공포_위치불명"
"FULL_전체18비트_v8","15","B06_02","1060.029","1071.800","B06_갑자기서있을까_계속방황","소리공포_위치불명"
"FULL_전체18비트_v8","16","B06_03","1093.529","1101.380","B06_전자레인지같은_환경음","소리공포_환경음"
"FULL_전체18비트_v8","17","B07_01","1102.679","1135.160","B07_실제비명_빈방질주","영화거리_붕괴사건"
"FULL_전체18비트_v8","18","B07_02","1158.539","1176.130","B07_영화라서평온_세계안은불가","영화거리_자각"
"FULL_전체18비트_v8","19","B08_01","1254.389","1260.620","B08_리미널별거아니네_허세","체험증거_허세붕괴"
"FULL_전체18비트_v8","20","B08_02","1260.869","1275.380","B08_직접하니_무서운줄몰랐다","체험증거_허세붕괴"
"FULL_전체18비트_v8","21","B08_03","1280.069","1293.620","B08_마우스와몸이바들바들","체험증거_신체"
"FULL_전체18비트_v8","22","B09_01","1329.369","1346.020","B09_비슷한구조가_공간감각교란","공간분석"
"FULL_전체18비트_v8","23","B10_01","2072.170","2081.361","B10_조우직전_지나갔나","대표추격_인지"
"FULL_전체18비트_v8","24","B10_02","2082.000","2115.740","B10_발견_질주_도주","대표추격_행동"
"FULL_전체18비트_v8","25","B10_03","2119.840","2129.300","B10_게임인걸알아도_무섭다","대표추격_반응"
"FULL_전체18비트_v8","26","B10_04","2139.980","2144.780","B10_양팔벌린_엔티티","대표추격_재조우"
"FULL_전체18비트_v8","27","B10_05","2182.380","2193.067","B10_멀리서_다시질주","대표추격_재점화"
"FULL_전체18비트_v8","28","B10_06","2193.517","2233.940","B10_막다른길_착하게살게요","대표추격_피크"
"FULL_전체18비트_v8","29","B10_07","2239.710","2251.940","B10_숨기_안전확인","대표추격_결과"
"FULL_전체18비트_v8","30","B11_01","2294.060","2302.940","B11_문닫으면_못들어옴","엔티티규칙_문"
"FULL_전체18비트_v8","31","B11_02","2589.290","2595.940","B11_빼꼼은_못봄","엔티티규칙_관찰"
"FULL_전체18비트_v8","32","B11_03","2597.540","2602.940","B11_빼꼼관찰_성공","엔티티규칙_관찰"
"FULL_전체18비트_v8","33","B12_01","2665.140","2679.940","B12_백룸을보고_내용이궁금","중간회고_백룸관심"
"FULL_전체18비트_v8","34","B12_02","2680.240","2685.940","B12_모시계단_찾아봄","중간회고_세계관"
"FULL_전체18비트_v8","35","B12_03","2686.840","2689.940","B12_엔티티요소_알게됨","중간회고_세계관"
"FULL_전체18비트_v8","36","B12_04","2690.090","2697.683","B12_리미널스페이스_관심","중간회고_리미널"
"FULL_전체18비트_v8","37","B12_05","2699.590","2700.940","B12_관심이커짐","중간회고_리미널"
"FULL_전체18비트_v8","38","B12_06","2703.590","2720.723","B12_백룸안의느낌_게임까지","중간회고_체험질문"
"FULL_전체18비트_v8","39","B13_01","3422.890","3428.940","B13_어두운공간이_무섭다","광원작동_암흑"
"FULL_전체18비트_v8","40","B13_02","3502.090","3507.940","B13_전원키는곳_발견","광원작동_UI"
"FULL_전체18비트_v8","41","B13_03","3510.340","3524.770","B13_전원켜고_혼자생쇼","광원작동_전후결과"
"FULL_전체18비트_v8","42","B14_01","3527.090","3532.940","B14_에이싱크회사_건물추정","세계관_관찰시설"
"FULL_전체18비트_v8","43","B14_02","3533.440","3539.940","B14_건물내부에서_백룸","세계관_관찰시설"
"FULL_전체18비트_v8","44","B14_03","3540.840","3549.940","B14_백룸을_관찰한시설","세계관_관찰시설"
"FULL_전체18비트_v8","45","B15_01","4271.015","4275.940","B15_반복할수록_무서움감소","반복의한계_익숙함"
"FULL_전체18비트_v8","46","B15_02","4276.690","4289.940","B15_공포속에서_계속헤맴","반복의한계_공간"
"FULL_전체18비트_v8","47","B15_03","4342.190","4353.940","B15_엔티티익숙_공포는잔존","반복의한계_결론"
"FULL_전체18비트_v8","48","B16_01","4581.940","4585.940","B16_광원을_게임요소로잘씀","구현비평_광원강점"
"FULL_전체18비트_v8","49","B16_02","4591.090","4603.940","B16_영화의기괴한공간감은_약함","구현비평_공간반례"
"FULL_전체18비트_v8","50","B17_01","4694.190","4695.940","B17_이게열리는_소리였구나","소리재해석_발견"
"FULL_전체18비트_v8","51","B17_02","4704.540","4713.940","B17_소리가_장소개방신호","소리재해석_인과"
"FULL_전체18비트_v8","52","B17_03","4716.490","4719.940","B17_놀래키는요소로_오해","소리재해석_오해"
"FULL_전체18비트_v8","53","B17_04","4720.640","4725.940","B17_귀에가까워_무서움으로인식","소리재해석_오해"
"FULL_전체18비트_v8","54","B17_05","4727.840","4735.940","B17_진행을알리는_장치","소리재해석_이해"
"FULL_전체18비트_v8","55","B18_01","4790.340","4793.940","B18_무서워서정리하는건아님","체험종료_부정"
"FULL_전체18비트_v8","56","B18_02","4798.740","4811.940","B18_백룸시청기념_게임마무리","체험종료_정리"
"FULL_전체18비트_v8","57","B18_03","4908.715","4915.940","B18_오늘방송_여기까지","체험종료_종료"
"FULL_전체18비트_v8","58","B18_04","4920.380","4923.940","B18_너무긴장했다","체험종료_잔여감정"
